abn,cn,agency,category,period,value
53613314551,CN3717367,Department of Defence,Project management,28-Mar-2018 to 21-Dec-2018,"$266,725.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,5-Oct-2020 to 30-Jun-2021,"$209,572.44"
59603714085,CN3717367,Bureau of Meteorology,Project management,31-Oct-2020 to 30-Oct-2021,"$202,400.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,21-Dec-2018 to 30-Jun-2021,"$620,670.60"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,26-Oct-2020 to 30-Jun-2021,"$299,200.00"
59603714085,CN3717367,Department of the Treasury,Temporary personnel services,17-Sep-2020 to 29-Oct-2020,"$41,604.75"
59603714085,CN3717367,Department of the Treasury,Temporary personnel services,7-Sep-2020 to 30-Nov-2020,"$36,424.00"
59603714085,CN3717367,National Indigenous Australians Agency,Personnel recruitment,1-Sep-2020 to 31-May-2021,"$15,510.80"
59603714085,CN3717367,Department of Home Affairs,Accounting services,15-Oct-2020 to 15-Jan-2021,"$99,088.00"
59603714085,CN3717367,"Department of Infrastructure, Transport, Regional Development and Communications",Personnel recruitment,14-Aug-2020 to 31-Mar-2021,"$160,000.00"
59603714085,CN3717367,Sport Integrity Australia,Temporary personnel services,9-Jul-2020 to 31-Dec-2020,"$100,650.00"
59603714085,CN3717367,Sport Integrity Australia,Temporary personnel services,29-Jun-2020 to 30-Oct-2020,"$71,500.00"
59603714085,CN3717367,Sport Integrity Australia,Temporary personnel services,10-Jan-2020 to 31-Dec-2020,"$31,240.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Personnel recruitment,11-May-2020 to 29-Jan-2021,"$108,570.55"
59603714085,CN3717367,"Department of Education, Skills and Employment",Accounting services,8-Oct-2020 to 30-Jun-2021,"$199,584.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,14-Jan-2019 to 30-Jun-2021,"$468,729.24"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2019 to 30-Jun-2021,"$707,724.86"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,28-Sep-2020 to 30-Jun-2021,"$267,467.75"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,12-Oct-2020 to 11-Oct-2021,"$190,000.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,30-Apr-2019 to 30-Oct-2020,"$333,327.50"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,22-Jul-2019 to 30-Jun-2021,"$484,625.72"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,11-Nov-2019 to 11-Nov-2021,"$663,821.60"
59603714085,CN3717367,"Department of Education, Skills and Employment",Temporary personnel services,4-Sep-2020 to 4-Dec-2020,"$38,468.00"
59603714085,CN3717367,"Department of Education, Skills and Employment",Temporary personnel services,4-Sep-2020 to 4-Dec-2020,"$36,468.00"
59603714085,CN3717367,"Department of Education, Skills and Employment",Temporary personnel services,7-Sep-2020 to 27-Nov-2020,"$20,327.63"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,31-Oct-2020 to 31-Dec-2021,"$57,292.04"
59603714085,CN3717367,Department of the Prime Minister and Cabinet,Temporary personnel services,14-Sep-2020 to 13-Sep-2021,"$175,200.00"
59603714085,CN3717367,Department of the Prime Minister and Cabinet,Temporary personnel services,13-Feb-2020 to 13-Jan-2021,"$170,000.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,18-Dec-2019 to 30-Sep-2020,"$85,000.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,8-Oct-2020 to 7-Oct-2021,"$125,000.00"
59603714085,CN3717367,Services Australia,Temporary personnel services,11-Jun-2019 to 26-Nov-2020,"$229,376.19"
59603714085,CN3717367,Sport Integrity Australia,Temporary personnel services,18-Aug-2020 to 31-Dec-2020,"$37,400.00"
59603714085,CN3717367,Department of the Treasury,Temporary personnel services,14-Sep-2020 to 14-Dec-2020,"$134,200.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Dec-2019 to 31-Aug-2020,"$43,150.27"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,17-Aug-2020 to 31-Dec-2020,"$46,080.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,31-Oct-2019 to 30-Oct-2020,"$51,200.95"
59603714085,CN3717367,"Department of Education, Skills and Employment",Accounting services,7-Sep-2020 to 17-Sep-2021,"$170,500.00"
59603714085,CN3717367,"Department of Education, Skills and Employment",Accounting services,4-Sep-2020 to 12-Jan-2021,"$79,990.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,19-Aug-2020 to 30-Jun-2021,"$164,340.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,3-Sep-2020 to 3-Dec-2020,"$28,603.30"
59603714085,CN3717367,Australian Fisheries Management Authority,Accounting services,2-Mar-2020 to 31-Jan-2021,"$174,677.60"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,4-Apr-2018 to 4-May-2021,"$860,288.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,9-Dec-2019 to 30-Sep-2020,"$45,398.32"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,27-Jul-2020 to 30-Jun-2021,"$334,620.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,27-Jul-2020 to 30-Jun-2021,"$282,880.00"
59603714085,CN3717367,Department of Health,Data services,1-Jul-2020 to 30-Jun-2021,"$414,000.00"
59603714085,CN3717367,Australian Public Service Commission,Temporary personnel services,2-Mar-2020 to 24-Dec-2020,"$92,572.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,27-Jul-2020 to 30-Jun-2021,"$282,880.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,22-Jul-2020 to 19-Jan-2021,"$140,800.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,20-Jul-2020 to 31-Dec-2020,"$119,290.69"
59603714085,CN3717367,"Department of Education, Skills and Employment",Accounting services,6-Aug-2020 to 10-Aug-2021,"$130,313.04"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,17-Aug-2020 to 30-Jun-2021,"$289,520.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,19-Feb-2020 to 16-Feb-2021,"$176,000.00"
59603714085,CN3717367,"Department of Infrastructure, Transport, Regional Development and Communications",Human resources services,25-Jun-2020 to 30-Jun-2020,"$11,011.04"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$198,000.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,15-Jul-2019 to 31-Dec-2020,"$389,543.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,30-Jun-2020 to 30-Jun-2021,"$217,800.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,13-May-2019 to 30-Jun-2021,"$787,125.46"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,18-May-2019 to 30-Jun-2022,"$1,208,504.23"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2019 to 30-Jun-2021,"$684,223.85"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,2-Dec-2019 to 31-Mar-2021,"$338,749.51"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,27-Jan-2020 to 31-Mar-2021,"$268,358.75"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$70,000.00"
59603714085,CN3717367,Department of Finance,Editorial and support services,1-Jul-2020 to 30-Jun-2021,"$134,200.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2019 to 30-Jun-2020,"$216,040.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,22-Jun-2020 to 21-Jun-2021,"$71,981.52"
59603714085,CN3717367,Australian Public Service Commission,Temporary personnel services,18-Nov-2019 to 28-Feb-2020,"$54,123.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$352,875.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Oct-2020,"$148,047.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 31-Dec-2020,"$284,000.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2022,"$944,316.67"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$388,080.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$388,080.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$150,000.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2022,"$313,429.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$187,070.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$128,403.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$221,760.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2022,"$799,614.48"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$150,280.06"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$361,352.38"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 31-Dec-2020,"$103,949.76"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$306,292.14"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$197,516.09"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$168,532.06"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$465,366.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,15-Jun-2020 to 15-Jun-2021,"$389,114.00"
59603714085,CN3717367,Department of the Prime Minister and Cabinet,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$259,368.32"
59603714085,CN3717367,Department of the Prime Minister and Cabinet,Temporary personnel services,15-Jun-2020 to 30-Jun-2021,"$129,888.00"
59603714085,CN3717367,"Department of Industry, Science, Energy and Resources",Personnel recruitment,13-Jul-2020 to 24-Dec-2020,"$90,000.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,30-Aug-2019 to 30-Jun-2021,"$320,000.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,1-Jun-2020 to 24-Dec-2020,"$158,000.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,1-Jul-2020 to 30-Dec-2021,"$119,305.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,9-Oct-2018 to 30-Jun-2021,"$841,030.58"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,2-Apr-2019 to 30-Jun-2021,"$878,863.70"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,11-Jun-2019 to 30-Jun-2021,"$626,780.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,23-Sep-2019 to 31-Dec-2020,"$486,913.02"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,18-Nov-2019 to 30-Jun-2021,"$667,514.76"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$311,128.40"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2022,"$644,380.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$217,043.00"
59603714085,CN3717367,Australian Sports Anti-Doping Authority,Personnel recruitment,16-Jun-2020 to 16-Sep-2020,"$17,600.00"
59603714085,CN3717367,Department of the Treasury,Temporary personnel services,1-Jul-2020 to 31-Dec-2020,"$138,494.40"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2019 to 30-Jun-2021,"$312,834.16"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2019 to 30-Jun-2021,"$1,108,800.00"
59603714085,CN3717367,Department of Veterans' Affairs,Temporary personnel services,1-Jul-2020 to 24-Dec-2020,"$170,000.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$165,000.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$168,743.17"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,16-Mar-2020 to 30-Sep-2020,"$71,456.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,10-Jun-2020 to 18-Dec-2020,"$86,944.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,20-Jun-2020 to 19-Dec-2020,"$98,384.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$248,793.60"
59603714085,CN3717367,Australian National Audit Office,Temporary personnel services,2-Jun-2020 to 2-Dec-2020,"$163,350.00"
59603714085,CN3717367,Department of Social Services,Temporary personnel services,23-Dec-2019 to 30-Nov-2020,"$171,098.82"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Feb-2020 to 30-May-2020,"$41,801.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Personnel recruitment,2-Jun-2020 to 31-Dec-2020,"$76,328.20"
59603714085,CN3717367,"Department of Education, Skills and Employment",Computer services,9-Jun-2020 to 30-Jun-2021,"$297,238.22"
59603714085,CN3717367,Department of Foreign Affairs and Trade,Personnel recruitment,14-Jan-2019 to 29-May-2020,"$409,332.00"
59603714085,CN3717367,Department of Foreign Affairs and Trade,Personnel recruitment,15-Apr-2019 to 13-Apr-2021,"$279,664.00"
59603714085,CN3717367,Department of the Prime Minister and Cabinet,Temporary personnel services,27-Apr-2020 to 27-Oct-2020,"$193,912.80"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,18-Apr-2019 to 31-Dec-2020,"$219,122.11"
59603714085,CN3717367,Department of the Prime Minister and Cabinet,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$117,056.00"
59603714085,CN3717367,Department of Foreign Affairs and Trade,Business administration services,6-May-2019 to 30-Apr-2021,"$321,325.44"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,12-Nov-2018 to 30-Jun-2021,"$823,808.70"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2019 to 30-Jun-2021,"$603,231.55"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,30-Jul-2019 to 30-Jun-2021,"$579,117.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$218,240.00"
59603714085,CN3717367,Australian Sports Anti-Doping Authority,Temporary personnel services,5-Aug-2019 to 30-Jun-2020,"$88,000.00"
59603714085,CN3717367,Australian Communications and Media Authority,Temporary personnel services,26-Nov-2018 to 31-Dec-2020,"$437,068.59"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$209,836.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$324,251.84"
59603714085,CN3717367,"Department of Education, Skills and Employment",Personnel recruitment,28-Sep-2019 to 30-Nov-2020,"$202,000.00"
59603714085,CN3717367,Department of Veterans' Affairs,Temporary personnel services,1-Apr-2020 to 25-Aug-2020,"$100,000.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,15-Jul-2019 to 30-Jun-2021,"$574,521.24"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,2-Mar-2020 to 30-Jun-2021,"$341,576.00"
59603714085,CN3717367,Department of Social Services,Temporary personnel services,20-Nov-2019 to 30-Jun-2020,"$107,866.80"
59603714085,CN3717367,"Department of Education, Skills and Employment",Personnel recruitment,24-Sep-2019 to 30-Nov-2020,"$200,629.83"
59603714085,CN3717367,National Capital Authority,Accounting services,8-Apr-2020 to 7-Apr-2021,"$137,825.60"
59603714085,CN3717367,"Department of Education, Skills and Employment",Accounting services,5-Mar-2020 to 10-Aug-2020,"$83,534.00"
59603714085,CN3717367,Australian National Audit Office,Temporary personnel services,16-Mar-2020 to 14-Sep-2020,"$198,825.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,2-Mar-2020 to 30-Jun-2020,"$50,689.32"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,16-Mar-2020 to 4-Dec-2020,"$72,225.00"
59603714085,CN3717367,Australian National Audit Office,Personnel recruitment,2-Mar-2020 to 2-Sep-2020,"$198,825.00"
59603714085,CN3717367,Department of Veterans' Affairs,Temporary personnel services,16-Mar-2020 to 30-Jun-2021,"$150,000.00"
59603714085,CN3717367,"Department of Infrastructure, Transport, Regional Development and Communications",Personnel recruitment,13-Mar-2020 to 14-Aug-2020,"$108,000.00"
59603714085,CN3717367,"Department of Infrastructure, Transport, Regional Development and Communications",Personnel recruitment,18-Mar-2020 to 14-Aug-2020,"$110,000.00"
59603714085,CN3717367,"Department of Infrastructure, Transport, Regional Development and Communications",Personnel recruitment,18-Mar-2020 to 14-Aug-2020,"$120,000.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,23-Mar-2020 to 22-Mar-2021,"$150,000.00"
59603714085,CN3717367,Department of the Treasury,Temporary personnel services,16-Mar-2020 to 16-Sep-2020,"$135,059.15"
59603714085,CN3717367,Department of the Prime Minister and Cabinet,Information technology consultation services,13-May-2019 to 30-Apr-2020,"$313,676.00"
59603714085,CN3717367,Department of the Treasury,Personnel recruitment,5-Mar-2020 to 3-Sep-2020,"$134,706.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Accounting services,2-Mar-2020 to 31-Aug-2020,"$80,000.00"
59603714085,CN3717367,"Department of Education, Skills and Employment",Personnel recruitment,14-Aug-2019 to 19-Aug-2020,"$167,820.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,2-Mar-2020 to 30-Jun-2020,"$50,000.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,8-Jul-2019 to 30-Jun-2020,"$122,466.21"
59603714085,CN3717367,Department of Parliamentary Services,Temporary personnel services,6-Feb-2020 to 6-Feb-2021,"$150,000.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,13-Feb-2020 to 12-Feb-2021,"$100,000.00"
59603714085,CN3717367,Department of Agriculture,Research programs,22-Apr-2019 to 21-Jun-2019,"$18,725.38"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jul-2019 to 12-Feb-2020,"$301,444.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,28-Jan-2020 to 31-Dec-2020,"$130,929.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,20-Jan-2020 to 30-Jun-2020,"$78,000.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Accounting services,19-Jun-2019 to 30-Jun-2020,"$180,000.00"
59603714085,CN3717367,Services Australia,Temporary personnel services,24-Apr-2019 to 24-Apr-2020,"$120,957.05"
59603714085,CN3717367,Department of Finance,Accounting services,13-Dec-2019 to 16-Mar-2020,"$36,960.00"
59603714085,CN3717367,"Department of Education, Skills and Employment",Accounting services,10-Dec-2019 to 30-Jun-2020,"$200,000.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,13-Feb-2019 to 30-Jun-2020,"$657,360.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,15-Apr-2019 to 31-Dec-2020,"$547,800.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,10-May-2019 to 30-Jun-2020,"$159,201.58"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,8-Jul-2019 to 30-Jun-2020,"$125,492.62"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,4-Oct-2019 to 2-Apr-2020,"$71,619.52"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,15-Apr-2019 to 31-Dec-2020,"$594,405.92"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,4-Nov-2019 to 31-Jan-2020,"$41,801.82"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,19-Dec-2019 to 17-Feb-2020,"$49,549.69"
59603714085,CN3717367,Department of Social Services,Temporary personnel services,10-Dec-2019 to 30-Jun-2020,"$95,565.40"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,6-Jan-2020 to 29-May-2020,"$136,208.60"
59603714085,CN3717367,"Department of Education, Skills and Employment",Personnel recruitment,21-Nov-2019 to 13-Mar-2020,"$85,000.00"
59603714085,CN3717367,Department of Finance,Computer services,14-May-2019 to 30-Jun-2020,"$440,862.40"
59603714085,CN3717367,Department of Health,Temporary personnel services,25-Nov-2019 to 30-Jun-2020,"$282,150.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,29-Oct-2018 to 22-Nov-2019,"$905,686.82"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,6-Jan-2020 to 30-Jun-2023,"$947,785.74"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,30-Oct-2018 to 30-Oct-2019,"$937,115.22"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,20-Sep-2019 to 30-Jun-2020,"$52,000.00"
59603714085,CN3717367,Department of Health,Data services,1-Nov-2019 to 30-Jun-2020,"$272,250.00"
59603714085,CN3717367,"Department of Infrastructure, Transport, Regional Development and Communications",Organisational structure consultation,7-Nov-2019 to 2-Dec-2019,"$53,856.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,30-Sep-2019 to 30-Jun-2021,"$615,791.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,8-Oct-2019 to 10-Oct-2020,"$183,686.36"
59603714085,CN3717367,Department of Agriculture,Temporary personnel services,22-Oct-2019 to 31-Jan-2020,"$31,000.00"
59603714085,CN3717367,Department of Veterans' Affairs,Temporary personnel services,4-Nov-2019 to 30-Jun-2020,"$100,000.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,2-Oct-2019 to 30-Jun-2020,"$85,000.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,1-Jan-2020 to 30-Jun-2022,"$992,558.22"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,2-Oct-2019 to 30-Jun-2020,"$2,148,300.00"
59603714085,CN3717367,"Department of Education, Skills and Employment",Personnel recruitment,1-May-2019 to 31-Jan-2020,"$196,900.00"
59603714085,CN3717367,"Department of Infrastructure, Transport, Regional Development and Communications",Organisational structure consultation,3-Oct-2019 to 8-Nov-2019,"$91,872.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,15-Feb-2019 to 30-Jun-2021,"$901,038.60"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,14-Oct-2019 to 31-Dec-2020,"$468,119.74"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,15-Oct-2019 to 30-Jun-2021,"$485,811.61"
59603714085,CN3717367,"Department of Education, Skills and Employment",Personnel recruitment,4-Oct-2019 to 17-Apr-2020,"$100,232.83"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,7-Oct-2019 to 31-Oct-2020,"$341,698.50"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,16-Sep-2019 to 30-Jun-2022,"$1,115,056.80"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,30-Sep-2019 to 30-Jun-2022,"$1,100,761.20"
59603714085,CN3717367,Department of Veterans' Affairs,Temporary personnel services,1-Jul-2019 to 30-Jun-2020,"$110,000.00"
59603714085,CN3717367,"Department of Education, Skills and Employment",Accounting services,20-Aug-2019 to 1-Nov-2019,"$50,000.00"
59603714085,CN3717367,Department of Agriculture,Temporary personnel services,28-Jun-2019 to 18-Dec-2019,"$95,000.00"
59603714085,CN3717367,Department of Agriculture,Temporary personnel services,22-Apr-2019 to 31-Dec-2019,"$391,320.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,23-Aug-2019 to 28-Feb-2020,"$65,000.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,7-Mar-2019 to 15-Mar-2020,"$192,672.66"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,6-Sep-2019 to 30-Jun-2020,"$135,761.93"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,30-Sep-2019 to 31-Dec-2020,"$483,367.94"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,16-Sep-2019 to 30-Jun-2022,"$1,025,080.06"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Project management,1-Jul-2019 to 30-Jun-2020,"$273,400.00"
59603714085,CN3717367,Department of Veterans' Affairs,Temporary personnel services,1-Jul-2019 to 31-Mar-2020,"$180,000.00"
59603714085,CN3717367,Department of Veterans' Affairs,Temporary personnel services,26-Aug-2019 to 25-Aug-2020,"$444,015.00"
59603714085,CN3717367,Clean Energy Regulator,Personnel recruitment,31-Aug-2019 to 27-Dec-2019,"$60,000.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,2-Nov-2018 to 30-Dec-2019,"$134,411.20"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,21-Feb-2019 to 30-Aug-2019,"$607,741.50"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,19-Aug-2019 to 30-Jun-2022,"$1,103,143.80"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,13-Sep-2019 to 30-Jun-2022,"$806,281.25"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,26-Aug-2018 to 30-Jun-2020,"$80,000.00"
59603714085,CN3717367,Department of Veterans' Affairs,Temporary personnel services,1-Jul-2019 to 30-Jun-2020,"$90,000.00"
59603714085,CN3717367,Department of Agriculture,Temporary personnel services,27-May-2019 to 6-Sep-2019,"$72,000.00"
59603714085,CN3717367,National Capital Authority,Accounting services,12-Mar-2019 to 20-Sep-2019,"$117,000.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,26-Jul-2019 to 31-Aug-2020,"$110,000.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,26-Aug-2019 to 30-Jun-2020,"$114,000.00"
59603714085,CN3717367,"Department of Agriculture, Water and the Environment",Temporary personnel services,28-Aug-2019 to 28-Feb-2020,"$54,000.00"
59603714085,CN3717367,"Department of Education, Skills and Employment",Personnel recruitment,16-Aug-2019 to 26-Aug-2020,"$167,608.00"
59603714085,CN3717367,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,13-Aug-2019 to 24-Dec-2019,"$94,050.00"
59603714085,CN3717367,Bureau of Meteorology,Temporary personnel services,31-Oct-2018 to 31-Dec-2019,"$62,990.11"
