abn,cn,agency,category,period,value
58611021884,CN3696292-A1,"Department of Education, Skills and Employment",Management advisory services,24-Jun-2020 to 31-Dec-2020,"$793,117.50"
58611021884,CN3720120,Department of Health,Personnel recruitment,28-Sep-2020 to 15-Jul-2021,"$100,788.19"
58611021884,CN3665906-A2,"Department of Education, Skills and Employment",Personnel recruitment,10-Mar-2020 to 12-Mar-2021,"$69,458.80"
58611021884,CN3718995,"Department of Industry, Science, Energy and Resources",Temporary personnel services,21-Sep-2020 to 20-Nov-2020,"$18,154.13"
58611021884,CN3718440,Services Australia,Temporary personnel services,31-Aug-2020 to 31-Aug-2021,"$136,358.88"
58611021884,CN3718246,Clean Energy Regulator,Temporary personnel services,1-Jul-2020 to 31-Jan-2021,"$18,786.84"
58611021884,CN3716085,"Department of Education, Skills and Employment",Temporary personnel services,2-Sep-2020 to 4-Jun-2021,"$89,000.00"
58611021884,CN3715355,National Indigenous Australians Agency,Temporary personnel services,31-Aug-2020 to 30-Apr-2021,"$120,553.13"
58611021884,CN3713965,"Department of Education, Skills and Employment",Temporary personnel services,27-Aug-2020 to 26-Nov-2020,"$38,400.00"
58611021884,CN3713243,"Department of Education, Skills and Employment",Temporary personnel services,19-Aug-2020 to 30-Oct-2020,"$31,000.00"
58611021884,CN3681820-A1,"Department of Industry, Science, Energy and Resources",Personnel recruitment,27-Apr-2020 to 30-Oct-2020,"$69,696.00"
58611021884,CN3713082,Australian Taxation Office,Temporary personnel services,7-Sep-2020 to 5-Sep-2021,"$291,536.96"
58611021884,CN3669258-A1,Department of the Prime Minister and Cabinet,Temporary personnel services,2-Mar-2020 to 26-Feb-2021,"$181,475.84"
58611021884,CN3679417-A2,Department of the Prime Minister and Cabinet,Temporary personnel services,14-Apr-2020 to 9-Oct-2020,"$190,896.24"
58611021884,CN3693622-A1,"Department of Education, Skills and Employment",Management advisory services,29-May-2020 to 31-Aug-2020,"$22,000.00"
58611021884,CN3710978,"Department of Education, Skills and Employment",Temporary personnel services,13-Aug-2020 to 13-Nov-2020,"$59,400.00"
58611021884,CN3710977,"Department of Education, Skills and Employment",Temporary personnel services,14-Aug-2020 to 17-Feb-2021,"$65,200.00"
58611021884,CN3710817,Department of Health,Temporary personnel services,17-Aug-2020 to 30-Jun-2022,"$211,688.90"
58611021884,CN3709115,"Department of Education, Skills and Employment",Temporary personnel services,7-Aug-2020 to 12-Feb-2021,"$61,000.00"
58611021884,CN3708713,Department of Veterans' Affairs,Temporary personnel services,20-Jan-2020 to 19-Jan-2021,"$144,691.00"
58611021884,CN3708714,Department of Veterans' Affairs,Temporary personnel services,20-Jan-2020 to 30-Jun-2021,"$210,000.00"
58611021884,CN3708712,Department of Veterans' Affairs,Temporary personnel services,10-Aug-2020 to 30-Jun-2021,"$129,688.00"
58611021884,CN3708192,Department of Defence,Management advisory services,30-Jul-2020 to 31-Jul-2022,"$478,768.13"
58611021884,CN3706966,Clean Energy Regulator,Temporary personnel services,1-Jul-2020 to 30-Sep-2020,"$25,740.00"
58611021884,CN3704157,"Department of Agriculture, Water and the Environment",Temporary personnel services,23-Jun-2020 to 31-Dec-2020,"$119,433.60"
58611021884,CN3569210-A3,"Department of Education, Skills and Employment",Personnel recruitment,25-Jan-2019 to 24-Dec-2020,"$322,000.00"
58611021884,CN3659558-A1,Australian Taxation Office,Temporary personnel services,17-Feb-2020 to 14-Feb-2021,"$92,385.15"
58611021884,CN3702771,"Department of Industry, Science, Energy and Resources",Personnel recruitment,13-Jul-2020 to 30-Sep-2020,"$20,000.00"
58611021884,CN3589454-A2,Clean Energy Regulator,Personnel recruitment,16-Apr-2019 to 31-Dec-2020,"$159,899.93"
58611021884,CN3543084-A4,"Department of Education, Skills and Employment",Personnel recruitment,2-Oct-2018 to 30-Sep-2020,"$327,500.00"
58611021884,CN3700544,"Department of Industry, Science, Energy and Resources",Temporary personnel services,20-Jul-2020 to 20-Jan-2021,"$177,772.32"
58611021884,CN3700510,National Indigenous Australians Agency,Temporary personnel services,15-Jun-2020 to 15-Sep-2020,"$62,506.00"
58611021884,CN3700052,Department of Defence,Management advisory services,13-Jul-2020 to 12-Jul-2021,"$228,352.51"
58611021884,CN3696836,Department of Health,Temporary personnel services,1-Jul-2020 to 24-Dec-2020,"$47,515.55"
58611021884,CN3696547,Australian Taxation Office,Temporary personnel services,29-Jun-2020 to 27-Dec-2020,"$55,781.44"
58611021884,CN3696535,Australian Taxation Office,Temporary personnel services,29-Jun-2020 to 27-Dec-2020,"$55,781.44"
58611021884,CN3695533,Department of Health,Temporary personnel services,1-Jul-2020 to 30-Jun-2021,"$141,827.40"
58611021884,CN3695529,Department of Health,Temporary personnel services,1-Jul-2020 to 30-Sep-2020,"$31,052.84"
58611021884,CN3674386-A1,Department of Health,Temporary personnel services,20-Apr-2020 to 29-Jan-2021,"$100,223.32"
58611021884,CN3668675-A1,Department of Health,Temporary personnel services,25-Mar-2020 to 29-Jan-2021,"$96,430.96"
58611021884,CN3609238-A1,"Department of Industry, Science, Energy and Resources",Management advisory services,5-Jul-2019 to 30-Sep-2020,"$331,500.00"
58611021884,CN3691438,"Department of Industry, Science, Energy and Resources",Temporary personnel services,14-Apr-2020 to 19-Nov-2020,"$79,588.71"
58611021884,CN3691379,"Department of Agriculture, Water and the Environment",Management advisory services,1-Jul-2020 to 26-Feb-2021,"$100,000.00"
58611021884,CN3655337-A1,Australian Taxation Office,Temporary personnel services,28-Jan-2020 to 29-Nov-2020,"$88,097.13"
58611021884,CN3654978-A1,Australian Taxation Office,Temporary personnel services,28-Jan-2020 to 29-Nov-2020,"$88,097.13"
58611021884,CN3654982-A1,Australian Taxation Office,Temporary personnel services,28-Jan-2020 to 29-Nov-2020,"$88,097.13"
58611021884,CN3654988-A1,Australian Taxation Office,Temporary personnel services,28-Jan-2020 to 29-Nov-2020,"$88,097.13"
58611021884,CN3654993-A1,Australian Taxation Office,Temporary personnel services,28-Jan-2020 to 29-Nov-2020,"$88,097.13"
58611021884,CN3654992-A1,Australian Taxation Office,Temporary personnel services,28-Jan-2020 to 29-Nov-2020,"$88,097.13"
58611021884,CN3690932,Department of the Prime Minister and Cabinet,Temporary personnel services,18-May-2020 to 30-Jun-2020,"$33,600.00"
58611021884,CN3655341-A1,Australian Taxation Office,Temporary personnel services,28-Jan-2020 to 29-Nov-2020,"$88,097.13"
58611021884,CN3623851-A3,"Department of Education, Skills and Employment",Management advisory services,22-Jul-2019 to 30-Jun-2020,"$167,758.84"
58611021884,CN3654981-A1,Australian Taxation Office,Temporary personnel services,28-Jan-2020 to 29-Nov-2020,"$88,097.13"
58611021884,CN3656914-A1,Australian Taxation Office,Temporary personnel services,28-Jan-2020 to 29-Nov-2020,"$89,036.64"
58611021884,CN3584464-A2,Attorney-General's Department,Temporary personnel services,15-Apr-2019 to 30-Jun-2021,"$841,236.00"
58611021884,CN3662511-A1,Australian Taxation Office,Temporary personnel services,17-Feb-2020 to 27-Jun-2021,"$128,281.87"
58611021884,CN3687960,"Department of Industry, Science, Energy and Resources",Temporary personnel services,25-May-2020 to 24-Dec-2020,"$81,285.19"
58611021884,CN3684418,Department of Health,Temporary personnel services,27-May-2020 to 27-May-2021,"$161,352.84"
58611021884,CN3682782,Australian Taxation Office,Temporary personnel services,25-May-2020 to 23-Aug-2020,"$27,890.72"
58611021884,CN3678683,Australian Taxation Office,Temporary personnel services,11-May-2020 to 8-Nov-2020,"$133,204.50"
58611021884,CN3675175-A2,Department of Finance,Business administration services,13-Mar-2020 to 30-Jun-2020,"$48,962.64"
58611021884,CN3677395,Department of Finance,Temporary personnel services,30-Apr-2020 to 30-Oct-2020,"$68,640.00"
58611021884,CN3675321,Department of Health,Temporary personnel services,28-Apr-2020 to 27-Apr-2023,"$476,344.44"
58611021884,CN3622026-A1,Australian Transaction Reports and Analysis Centre,Personnel recruitment,16-Sep-2019 to 30-Jun-2021,"$302,932.80"
58611021884,CN3665915-A1,"Department of Education, Skills and Employment",Management advisory services,5-Mar-2020 to 30-Jun-2020,"$302,940.00"
58611021884,CN3673653,Department of Health,Temporary personnel services,15-Apr-2020 to 30-Jun-2020,"$24,337.34"
58611021884,CN3672657,National Indigenous Australians Agency,Temporary personnel services,10-Mar-2020 to 11-Sep-2020,"$88,854.40"
58611021884,CN3670433,"Department of Agriculture, Water and the Environment",Management advisory services,17-Feb-2020 to 1-May-2020,"$29,040.00"
58611021884,CN3618050-A2,"Department of Education, Skills and Employment",Management advisory services,1-Jul-2019 to 31-May-2020,"$806,801.00"
58611021884,CN3668335,"Department of Industry, Science, Energy and Resources",Temporary personnel services,27-Mar-2020 to 27-Mar-2021,"$96,900.00"
58611021884,CN3635320-A2,Department of Foreign Affairs and Trade - Australian Aid Program,Management support services,19-Jun-2019 to 17-Mar-2020,"$74,448.00"
58611021884,CN3665419,Department of Health,Temporary personnel services,12-Mar-2020 to 30-Jun-2020,"$36,228.31"
58611021884,CN3517251-A2,"Department of Industry, Science, Energy and Resources",Personnel recruitment,1-Jul-2018 to 20-Dec-2019,"$342,292.50"
58611021884,CN3664095,"Department of Education, Skills and Employment",Personnel recruitment,28-Feb-2020 to 30-Jun-2020,"$49,000.00"
58611021884,CN3664081,"Department of Education, Skills and Employment",Management advisory services,4-Mar-2020 to 12-Sep-2020,"$115,000.00"
58611021884,CN3660276,Australian Taxation Office,Temporary personnel services,10-Feb-2020 to 28-Jun-2020,"$36,951.75"
58611021884,CN3569034-A1,Australian Transaction Reports and Analysis Centre,Temporary personnel services,11-Mar-2019 to 10-Sep-2020,"$203,625.58"
58611021884,CN3657146,"Department of Agriculture, Water and the Environment",Temporary personnel services,14-Nov-2019 to 30-Jun-2020,"$88,166.00"
58611021884,CN3656902,Australian Taxation Office,Temporary personnel services,28-Jan-2020 to 28-Jun-2020,"$44,315.04"
58611021884,CN3656892,Australian Taxation Office,Temporary personnel services,28-Jan-2020 to 28-Jun-2020,"$44,315.04"
58611021884,CN3656890,Australian Taxation Office,Temporary personnel services,28-Jan-2020 to 28-Jun-2020,"$44,315.04"
58611021884,CN3598693-A2,Department of Finance,Personnel recruitment,3-Jun-2019 to 30-Apr-2020,"$95,624.00"
58611021884,CN3654990,Australian Taxation Office,Temporary personnel services,13-Jan-2020 to 28-Jun-2020,"$43,847.43"
58611021884,CN3654984,Australian Taxation Office,Temporary personnel services,22-Jan-2020 to 19-Jul-2020,"$45,481.92"
58611021884,CN3654279,Services Australia,Temporary personnel services,21-Oct-2019 to 16-Oct-2020,"$173,121.00"
58611021884,CN3548335-A2,Department of the Prime Minister and Cabinet,Temporary personnel services,27-Sep-2018 to 30-Jun-2020,"$236,642.67"
58611021884,CN3653905,National Indigenous Australians Agency,Temporary personnel services,18-Dec-2019 to 21-Feb-2020,"$55,000.00"
58611021884,CN3653635,"Department of Agriculture, Water and the Environment",Management advisory services,30-Jan-2020 to 30-Nov-2020,"$120,000.00"
58611021884,CN3650487,"Department of Agriculture, Water and the Environment",Temporary personnel services,5-Dec-2019 to 31-Dec-2020,"$185,000.00"
58611021884,CN3649359,"Department of Education, Skills and Employment",Temporary personnel services,9-Dec-2019 to 6-Mar-2020,"$23,000.00"
58611021884,CN3605948-A1,Department of Health,Temporary personnel services,1-Jul-2019 to 30-Jun-2020,"$93,522.67"
58611021884,CN3594321-A1,"Department of Industry, Science, Energy and Resources",Personnel recruitment,1-Jul-2019 to 30-Jun-2020,"$117,532.80"
58611021884,CN3648353,Department of Foreign Affairs and Trade - Australian Aid Program,Library or documentation services,9-Dec-2019 to 8-Jun-2020,"$70,545.02"
58611021884,CN3648144,Department of Health,Temporary personnel services,17-Dec-2019 to 30-Jan-2022,"$270,507.60"
58611021884,CN3501429-A2,Department of the Prime Minister and Cabinet,Temporary personnel services,29-Apr-2018 to 9-Aug-2019,"$110,000.00"
58611021884,CN3634166-A1,Department of Foreign Affairs and Trade,Temporary personnel services,22-Jul-2019 to 18-Apr-2020,"$85,800.00"
58611021884,CN3644499,"Department of Infrastructure, Transport, Regional Development and Communications",Personnel recruitment,20-Dec-2019 to 1-May-2020,"$56,000.00"
58611021884,CN3644389,Department of Health,Temporary personnel services,4-Dec-2019 to 30-Jun-2020,"$64,119.00"
58611021884,CN3643746,"Department of Industry, Science, Energy and Resources",Temporary personnel services,25-Nov-2019 to 30-Apr-2020,"$82,656.00"
58611021884,CN3638369,Department of Foreign Affairs and Trade - Australian Aid Program,Community and social services,14-Oct-2019 to 30-Jun-2020,"$101,885.00"
58611021884,CN3638321,Australian Taxation Office,Temporary personnel services,4-Nov-2019 to 1-Nov-2020,"$57,185.70"
58611021884,CN3635652,"Department of Industry, Science, Energy and Resources",Management advisory services,17-Oct-2019 to 10-Jul-2020,"$94,500.00"
58611021884,CN3635297,Australian Taxation Office,Temporary personnel services,29-Oct-2019 to 25-Oct-2020,"$177,777.60"
58611021884,CN3634446,Department of Health,Temporary personnel services,14-Oct-2019 to 30-Jun-2020,"$95,087.52"
58611021884,CN3630098,Australian Taxation Office,Temporary personnel services,30-Sep-2019 to 27-Sep-2020,"$57,614.70"
58611021884,CN3629660,Department of Health,Temporary personnel services,23-Sep-2019 to 30-Jun-2020,"$90,244.30"
58611021884,CN3629623,Department of the Prime Minister and Cabinet,Personnel recruitment,24-Apr-2019 to 16-Jul-2019,"$10,296.00"
58611021884,CN3629256,Australian Taxation Office,Temporary personnel services,30-Sep-2019 to 28-Jun-2020,"$64,333.92"
58611021884,CN3627175,"Department of Agriculture, Water and the Environment",Temporary personnel services,4-Sep-2019 to 8-Mar-2020,"$58,586.44"
58611021884,CN3493000-A2,"Department of Industry, Science, Energy and Resources",Personnel recruitment,26-Mar-2018 to 26-Mar-2020,"$208,800.00"
58611021884,CN3626737,Department of Health,Temporary personnel services,9-Sep-2019 to 20-Dec-2019,"$51,659.44"
58611021884,CN3624532,Department of the Prime Minister and Cabinet,Personnel recruitment,13-Mar-2019 to 30-Apr-2019,"$13,000.00"
58611021884,CN3610860,Australian Transaction Reports and Analysis Centre,Personnel recruitment,21-Aug-2019 to 20-Feb-2021,"$40,000.00"
58611021884,CN3622189,"Department of Infrastructure, Transport, Regional Development and Communications",Personnel recruitment,30-Aug-2019 to 20-Dec-2019,"$47,500.00"
58611021884,CN3619841,Australian Public Service Commission,Temporary personnel services,22-Jul-2019 to 4-Feb-2020,"$62,328.29"
58611021884,CN3577137-A2,NDIS Quality and Safeguards Commission,Temporary personnel services,4-Apr-2019 to 30-Jan-2020,"$180,262.50"
58611021884,CN3619311,"Department of Education, Skills and Employment",Personnel recruitment,1-Aug-2019 to 30-Jun-2020,"$107,000.00"
58611021884,CN3569555-A1,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,4-Feb-2019 to 6-Jun-2019,"$30,906.31"
58611021884,CN3618987,"Department of Agriculture, Water and the Environment",Management advisory services,26-Aug-2019 to 30-Jun-2020,"$120,000.00"
58611021884,CN3617186,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,26-Jul-2019 to 8-Nov-2019,"$67,000.00"
58611021884,CN3543207-A1,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,3-Oct-2018 to 31-Aug-2019,"$87,000.00"
58611021884,CN3607749,Department of Social Services,Temporary personnel services,13-Mar-2019 to 31-Jul-2019,"$35,000.00"
58611021884,CN3611458,Clean Energy Regulator,Personnel recruitment,1-Jul-2019 to 29-Feb-2020,"$152,204.40"
58611021884,CN3607693,"Department of Education, Skills and Employment",Personnel recruitment,24-Jun-2019 to 27-Sep-2019,"$133,100.00"
58611021884,CN3607557,Department of Defence,Personnel recruitment,1-Jul-2019 to 31-Dec-2019,"$22,528.00"
58611021884,CN3571590-A1,Department of Foreign Affairs and Trade,Management support services,18-Feb-2019 to 31-Aug-2019,"$62,102.22"
58611021884,CN3508032-A3,Services Australia,Temporary personnel services,26-Apr-2018 to 20-Dec-2019,"$314,522.00"
58611021884,CN3489619-A2,Australian Taxation Office,Temporary personnel services,26-Feb-2018 to 29-Sep-2019,"$146,854.13"
58611021884,CN3566374-A1,Department of Finance,Personnel recruitment,4-Jan-2019 to 24-Dec-2019,"$200,000.00"
58611021884,CN3589451-A1,Clean Energy Regulator,Personnel recruitment,29-Apr-2019 to 30-Jun-2020,"$56,240.03"
58611021884,CN3600630,"Department of Infrastructure, Transport, Regional Development and Communications",Personnel recruitment,17-Jun-2019 to 30-Aug-2019,"$27,000.00"
58611021884,CN3600303,Services Australia,Temporary personnel services,13-May-2019 to 20-Dec-2019,"$80,313.75"
58611021884,CN3598694,Department of Finance,Personnel recruitment,3-Jun-2019 to 24-Dec-2019,"$60,000.00"
58611021884,CN3563574-A2,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,3-Dec-2018 to 24-Dec-2019,"$112,000.00"
58611021884,CN3510655-A1,Australian Taxation Office,Temporary personnel services,18-Jun-2018 to 29-Sep-2019,"$78,490.50"
58611021884,CN3597405,"Department of Education, Skills and Employment",Management advisory services,3-Jun-2019 to 15-Aug-2019,"$45,761.76"
58611021884,CN3588639-A1,Department of Agriculture,Temporary personnel services,29-Apr-2019 to 30-Sep-2019,"$135,000.00"
58611021884,CN3591132,Services Australia,Temporary personnel services,8-Apr-2019 to 1-Nov-2019,"$104,627.25"
58611021884,CN3591127,Services Australia,Temporary personnel services,18-Apr-2019 to 31-Dec-2019,"$80,475.00"
58611021884,CN3590114,Department of Health,Temporary personnel services,8-May-2019 to 31-Oct-2019,"$59,875.20"
58611021884,CN3588915,Department of Defence,Temporary personnel services,6-May-2019 to 1-May-2020,"$211,543.20"
58611021884,CN3587686,Department of Health,Temporary personnel services,29-Apr-2019 to 29-Apr-2022,"$295,020.00"
58611021884,CN3587234,"Department of Education, Skills and Employment",Personnel recruitment,20-Mar-2019 to 20-Mar-2020,"$112,530.00"
58611021884,CN3586769,Department of the Prime Minister and Cabinet,Personnel recruitment,8-Apr-2019 to 20-Dec-2019,"$145,589.40"
58611021884,CN3490913-A4,Clean Energy Regulator,Temporary personnel services,20-Feb-2018 to 30-Jun-2019,"$219,024.27"
58611021884,CN3563575-A2,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,2-Jan-2019 to 30-Jun-2019,"$105,000.00"
58611021884,CN3584907,"Department of Education, Skills and Employment",Personnel recruitment,2-Apr-2019 to 28-Jun-2019,"$40,000.00"
58611021884,CN3584031,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,3-Apr-2019 to 28-Jun-2019,"$29,040.00"
58611021884,CN3578782,"Department of Employment, Skills, Small and Family Business",Education and Training Services,7-Mar-2019 to 30-Jun-2019,"$36,630.00"
58611021884,CN3578568,Services Australia,Business administration services,12-Mar-2019 to 6-Mar-2020,"$176,160.00"
58611021884,CN3578310,Department of Foreign Affairs and Trade,Business administration services,18-Feb-2019 to 31-May-2019,"$31,792.95"
58611021884,CN3564325-A1,Australian Taxation Office,Temporary personnel services,7-Jan-2019 to 9-Feb-2020,"$159,130.13"
58611021884,CN3578002,Australian Public Service Commission,Temporary personnel services,6-Mar-2019 to 6-Sep-2019,"$62,865.00"
58611021884,CN3577140,NDIS Quality and Safeguards Commission,Temporary personnel services,18-Mar-2019 to 5-Jul-2019,"$82,500.00"
58611021884,CN3541516-A1,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,13-Sep-2018 to 28-Jun-2019,"$99,743.00"
58611021884,CN3489378-A3,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,19-Mar-2018 to 28-Jun-2019,"$159,743.00"
58611021884,CN3573909,Australian Taxation Office,Temporary personnel services,4-Mar-2019 to 1-Mar-2020,"$161,625.75"
58611021884,CN3556173-A1,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,21-Nov-2018 to 21-Dec-2018,"$14,409.62"
58611021884,CN3538745-A2,"Department of Employment, Skills, Small and Family Business",Temporary personnel services,4-Sep-2018 to 1-Mar-2019,"$43,341.19"
58611021884,CN3573111,"Department of Infrastructure, Transport, Regional Development and Communications",Personnel recruitment,18-Feb-2019 to 17-May-2019,"$43,000.00"
58611021884,CN3547535-A1,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,17-Oct-2018 to 21-Dec-2018,"$14,471.60"
58611021884,CN3540735-A1,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,22-Aug-2018 to 5-Oct-2018,"$13,365.00"
58611021884,CN3571676,"Department of Infrastructure, Transport, Regional Development and Communications",Personnel recruitment,16-Feb-2019 to 28-Jun-2019,"$56,000.00"
58611021884,CN3570111,"Department of Education, Skills and Employment",Personnel recruitment,7-Jan-2018 to 28-Jun-2019,"$60,192.00"
58611021884,CN3570109,"Department of Education, Skills and Employment",Personnel recruitment,17-Jan-2019 to 28-Jun-2019,"$57,288.00"
58611021884,CN3570107,"Department of Education, Skills and Employment",Personnel recruitment,17-Jan-2019 to 28-Jun-2019,"$52,668.00"
58611021884,CN3570108,"Department of Education, Skills and Employment",Personnel recruitment,17-Jan-2019 to 28-Jun-2019,"$52,668.00"
58611021884,CN3516861-A1,Department of Foreign Affairs and Trade,Business administration services,19-Jun-2018 to 28-Feb-2019,"$87,500.00"
58611021884,CN3528580-A2,"Department of Employment, Skills, Small and Family Business",Temporary personnel services,24-Jul-2018 to 30-Apr-2019,"$44,705.00"
58611021884,CN3533705-A3,Clean Energy Regulator,Temporary personnel services,9-Jul-2018 to 30-Sep-2018,"$19,264.15"
58611021884,CN3532484-A1,Department of the Prime Minister and Cabinet,Temporary personnel services,30-Jul-2018 to 31-Jan-2019,"$156,000.00"
58611021884,CN3564391,"Department of Education, Skills and Employment",Personnel recruitment,20-Dec-2018 to 31-Mar-2019,"$44,764.43"
58611021884,CN3543906-A1,"Department of Industry, Science, Energy and Resources",Temporary personnel services,8-Oct-2018 to 29-Mar-2019,"$63,409.50"
58611021884,CN3563615,"Department of Education, Skills and Employment",Personnel recruitment,10-Dec-2018 to 28-Jun-2019,"$74,844.00"
58611021884,CN3563614,"Department of Education, Skills and Employment",Personnel recruitment,10-Dec-2018 to 28-Jun-2019,"$74,844.00"
58611021884,CN3563613,"Department of Education, Skills and Employment",Personnel recruitment,11-Dec-2018 to 28-Jun-2019,"$74,844.00"
58611021884,CN3534157-A1,Services Australia,Temporary personnel services,3-Aug-2018 to 1-Feb-2019,"$121,314.60"
58611021884,CN3497634-A1,Department of the Prime Minister and Cabinet,Temporary personnel services,5-Apr-2018 to 26-Apr-2019,"$110,657.00"
58611021884,CN3559715,"Department of Infrastructure, Transport, Regional Development and Communications",Personnel recruitment,13-Dec-2018 to 8-Mar-2019,"$10,000.00"
58611021884,CN3559472,Department of Health,Temporary personnel services,12-Dec-2018 to 28-Jun-2019,"$92,143.92"
58611021884,CN3529297-A1,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,31-Jul-2018 to 1-Feb-2019,"$76,000.00"
58611021884,CN3534161-A1,Services Australia,Temporary personnel services,30-Jul-2018 to 31-Jul-2019,"$138,000.00"
58611021884,CN3556172,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,21-Nov-2018 to 1-Mar-2019,"$25,000.00"
58611021884,CN3537992-A1,"Department of Employment, Skills, Small and Family Business",Temporary personnel services,3-Sep-2018 to 28-Jun-2019,"$84,397.50"
58611021884,CN3555294,"Department of Education, Skills and Employment",Personnel recruitment,22-Nov-2018 to 30-Apr-2019,"$86,020.00"
58611021884,CN3553969,Department of Home Affairs,Personnel recruitment,17-Sep-2018 to 26-Oct-2018,"$50,000.01"
58611021884,CN3535813-A1,"Department of Employment, Skills, Small and Family Business",Temporary personnel services,7-Aug-2018 to 11-Feb-2019,"$51,440.00"
58611021884,CN3539750-A1,Australian Public Service Commission,Temporary personnel services,6-Sep-2018 to 28-Jun-2019,"$99,495.00"
58611021884,CN3551979,Department of Health,Temporary personnel services,13-Nov-2018 to 24-Dec-2018,"$19,008.00"
58611021884,CN3551289,Australian Taxation Office,Temporary personnel services,5-Nov-2018 to 3-Nov-2019,"$62,205.00"
58611021884,CN3549943,"Department of Infrastructure, Transport, Regional Development and Communications",Personnel recruitment,17-Nov-2018 to 15-Feb-2019,"$38,000.00"
58611021884,CN3549478,"Department of Employment, Skills, Small and Family Business",Education and Training Services,19-Oct-2018 to 30-Jun-2019,"$50,000.00"
58611021884,CN3528392-A1,"Department of Education, Skills and Employment",Personnel recruitment,2-Jul-2018 to 30-Jun-2019,"$117,408.90"
58611021884,CN3528786-A1,Department of the Prime Minister and Cabinet,Temporary personnel services,27-Jul-2018 to 31-Dec-2018,"$82,500.00"
58611021884,CN3528393-A1,"Department of Education, Skills and Employment",Personnel recruitment,13-Jul-2018 to 31-Jan-2019,"$72,780.00"
58611021884,CN3528394-A1,"Department of Education, Skills and Employment",Personnel recruitment,29-Jun-2018 to 31-Jan-2019,"$69,642.00"
58611021884,CN3528395-A1,"Department of Education, Skills and Employment",Personnel recruitment,29-Jun-2018 to 24-Dec-2018,"$65,498.00"
58611021884,CN3525321-A1,"Department of Education, Skills and Employment",Personnel recruitment,29-Jun-2018 to 31-Jan-2019,"$69,642.00"
58611021884,CN3447137-A2,Australian Taxation Office,Temporary personnel services,31-Jul-2017 to 21-Apr-2019,"$223,158.39"
58611021884,CN3508275-A1,"Department of Education, Skills and Employment",Personnel recruitment,29-May-2018 to 24-Dec-2018,"$132,356.00"
58611021884,CN3544513,Services Australia,Personnel recruitment,11-Sep-2018 to 28-Jun-2019,"$142,296.00"
58611021884,CN3471276-A2,Australian Taxation Office,Personnel recruitment,11-Dec-2017 to 23-Dec-2018,"$141,419.04"
58611021884,CN3542878,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,18-Sep-2018 to 30-Nov-2018,"$30,000.00"
58611021884,CN3539876,Australian Taxation Office,Temporary personnel services,17-Sep-2018 to 30-Jun-2019,"$93,695.25"
58611021884,CN3532876-A1,Department of Social Services,Temporary personnel services,20-Aug-2018 to 9-Nov-2018,"$58,905.00"
58611021884,CN3539713,"Department of Employment, Skills, Small and Family Business",Personnel recruitment,10-Sep-2018 to 26-Oct-2018,"$16,434.00"
58611021884,CN3536728,Department of the Prime Minister and Cabinet,Temporary personnel services,20-Aug-2018 to 30-Nov-2018,"$60,000.00"
58611021884,CN3536719,Department of the Prime Minister and Cabinet,Temporary personnel services,31-Aug-2018 to 30-Jun-2019,"$150,000.00"
58611021884,CN3535761,Department of the Prime Minister and Cabinet,Human resources services,17-Aug-2018 to 30-Oct-2018,"$20,000.00"
58611021884,CN3535460,Australian Taxation Office,Temporary personnel services,20-Aug-2018 to 30-Jun-2019,"$77,498.51"
58611021884,CN3535451,Australian Taxation Office,Temporary personnel services,20-Aug-2018 to 30-Jun-2019,"$77,127.19"
58611021884,CN3535449,Australian Taxation Office,Temporary personnel services,20-Aug-2018 to 30-Jun-2019,"$77,127.19"
58611021884,CN3535441,Australian Taxation Office,Temporary personnel services,20-Aug-2018 to 30-Jun-2019,"$77,498.44"
58611021884,CN3534324,Department of the Prime Minister and Cabinet,Personnel recruitment,30-Jul-2018 to 30-Oct-2019,"$40,000.00"
58611021884,CN3532341,"Department of Infrastructure, Transport, Regional Development and Communications",Personnel recruitment,18-Aug-2018 to 16-Nov-2018,"$38,000.00"
58611021884,CN3459573-A2,Australian Taxation Office,Temporary personnel services,30-Oct-2017 to 3-Mar-2019,"$217,573.12"
58611021884,CN3528994,Department of Social Services,Temporary personnel services,8-Aug-2018 to 8-Feb-2019,"$79,664.00"
58611021884,CN3405715-A4,Australian Public Service Commission,Temporary personnel services,13-Feb-2017 to 29-Jun-2018,"$165,866.00"
58611021884,CN3527798,Services Australia,Personnel recruitment,23-Jul-2018 to 30-Jun-2019,"$171,072.00"
58611021884,CN3494964-A1,"Department of Industry, Science, Energy and Resources",Personnel recruitment,3-Apr-2018 to 31-Oct-2018,"$73,804.50"
